idx	oid	para	db_token	pdf_token	status	file	context
202	14350	9	19	49	RENDERED	202_14350_p9_19-vs-49.png	... court. N.D.C.C. § 28-32^[19->49]. This court does not “ma...
203	14368	10	832	332	RENDERED	203_14368_p10_832-vs-332.png	...inch v. City of Fargo,* [832->332] N.W.2d 71, 73 (N.D.1983)...
204	14368	23	80	30	RENDERED	204_14368_p23_80-vs-30.png	... would be approximately $[80->30],000 according to the Wil...
205	14371	10	2	9	RENDERED	205_14371_p10_2-vs-9.png	...ts allowed by state law. [2->9]. When the department rec...
206	14379	17	18	13	RENDERED	206_14379_p17_18-vs-13.png	...act it.” N.D.C.C. § 1-02-[18->13]. We construe uniform law...
207	14385	7	8	3	RENDERED	207_14385_p7_8-vs-3.png	...teel argues that Exhibit [8->3] constitutes the contract...
208	14391	3	233	223	RENDERED	208_14391_p3_233-vs-223.png	...ate v. Harmon,* 1997 ND [233->223], 575 N.W.2d 635. ...
209	14396	12	382	332	RENDERED	209_14396_p12_382-vs-332.png	...e); *State v. Willis,* [382->332] N.W.2d 180, 185 (Minn.19...
210	14399	9	80	30	RENDERED	210_14399_p9_80-vs-30.png	... On March [80->30], 2005, following the con...
211	14400	17	18	13	RENDERED	211_14400_p17_18-vs-13.png	... that N.D.C.C. § 25-03.3-[18->13] does not allow the distr...
212	14423	6	1988	1983	RENDERED	212_14423_p6_1988-vs-1983.png	...834 N.W.2d 212, 215 (N.D.[1988->1983]). “The person seeking sp...
213	14423	6	834	334	RENDERED	213_14423_p6_834-vs-334.png	....” *Wolf v. Anderson,* [834->334] N.W.2d 212, 215 (N.D.198...
214	14423	11	08	03	RENDERED	214_14423_p11_08-vs-03.png	...ages under N.D.C.C. § 32-[08->03]-29 and the standard set ...
215	14457	7	860	360	RENDERED	215_14457_p7_860-vs-360.png	...ir, and turn around in a [860->360] degree circle. Officer C...
216	14460	14	2008	2003	RENDERED	216_14460_p14_2008-vs-2003.png	...ended in 1995, 1999, and [2008->2003], but Mark Berge has not ...
217	14460	14	2008	2003	RENDERED	217_14460_p14_2008-vs-2003.png	...were revised in 1995 and [2008->2003] since the *Helbling* ...
218	14467	8	80	30	RENDERED	218_14467_p8_80-vs-30.png	...d judgment and on August [80->30], 2004, the court issued ...
219	14477	14	846	346	RENDERED	219_14477_p14_846-vs-346.png	...inner v. Charlesworth,* [846->346] N.W.2d 727, 730 (N.D.198...
220	14485	37	1996	1995	RENDERED	220_14485_p37_1996-vs-1995.png	...m.Jur.2d *Costs* § 12 ([1996->1995])) (emphasis added). ...
221	14501	27	568	560	RENDERED	221_14501_p27_568-vs-560.png	...rief. 1997 ND 179, ¶ 28, [568->560] N.W.2d 920. In Aho, the ...
222	14525	7	82	32	RENDERED	222_14525_p7_82-vs-32.png	... based.” N.D.C.C. § 12.1-[82->32]-02(2). “[S]uch charge” r...
223	14526	3	82	32	RENDERED	223_14526_p3_82-vs-32.png	...on of the Supreme Court, [82->32]* N.D.L.Rev. 199 (1956)....
224	14530	28	86	36	RENDERED	224_14530_p28_86-vs-36.png	...dish II,* 416 N.W.2d at [86->36]. Kennedy testified the t...
225	14534	5	2008	2003	RENDERED	225_14534_p5_2008-vs-2003.png	... In March [2008->2003], the university began ne...
226	14539	10	08	03	RENDERED	226_14539_p10_08-vs-03.png	...C. §§ 28-01-16(1) and 41-[08->03]-18. Here, the promissory...
227	14555	1	8	3	RENDERED	227_14555_p1_8-vs-3.png	...r N.D.R. Lawyer Discipl. [8->3].4, resulting from a self...
228	14555	2	8	3	RENDERED	228_14555_p2_8-vs-3.png	...f a partner of the firm. [8->3]) The firm must file quar...
229	14576	22	2011	2041	RENDERED	229_14576_p22_2011-vs-2041.png	...y. *See Hearing on S.B. [2011->2041], S.B. 2107, and S.B. 225...
230	14607	5	80	30	RENDERED	230_14607_p5_80-vs-30.png	...or those months totaled $[80->30],828.03. MBH sent all bil...
231	14611	10	1992	1982	RENDERED	231_14611_p10_1992-vs-1982.png	...488 N.W.2d 380, 383 (N.D.[1992->1982]). ...
232	14615	10	923	929	RENDERED	232_14615_p10_923-vs-929.png	...nington County, 225 F.3d [923->929], 928 (8th Cir.2000). ...
233	14624	6	2000	2001	RENDERED	233_14624_p6_2000-vs-2001.png	...5; *In re Montgomery,* [2000->2001] ND 127, ¶ 5, 612 N.W.2d ...
234	14624	7	2000	2001	RENDERED	234_14624_p7_2000-vs-2001.png	....2d 810; *Montgomery,* [2000->2001] ND 127, ¶ 5, 612 N.W.2d ...
235	14624	13	2000	2001	RENDERED	235_14624_p13_2000-vs-2001.png	....2d 810; *Montgomery,* [2000->2001] ND 127, ¶ 5, 612 N.W.2d ...
236	14635	18	84	34	RENDERED	236_14635_p18_84-vs-34.png	... Section 32-[84->34]-01, N.D.C.C., governs th...
237	14635	23	698	693	RENDERED	237_14635_p23_698-vs-693.png	...Bureau,* 525 N.W.2d 691, [698->693] (N.D.1994). The amendme...
238	14639	2	1958	1953	RENDERED	238_14639_p2_1958-vs-1953.png	...e Submerged Lands Act of [1958->1953]. *See* 43 U.S.C. § 131...
239	14646	8	31	34	RENDERED	239_14646_p8_31-vs-34.png	...nt under *N.D.R.Crim.P. [31->34]* is “ ‘to place the def...
240	14649	4	82	32	RENDERED	240_14649_p4_82-vs-32.png	...osing Lawyer Sanctions 9.[82->32](e)(full and free disclos...
241	14695	5	815	315	RENDERED	241_14695_p5_815-vs-315.png	...he court awarded Hanson $[815->315],194.26 in damages and co...
242	14700	3	2008	2003	RENDERED	242_14700_p3_2008-vs-2003.png	... when it expired in June [2008->2003]. Since then he has been ...
243	14705	7	6	5	RENDERED	243_14705_p7_6-vs-5.png	...vel as 4 on a scale of 0-[6->5], and represented that hi...
244	14708	12	682	632	RENDERED	244_14708_p12_682-vs-632.png	...cted. *Deck,*544 U.S. at [682->632], 125 S.Ct. 2007. ...
245	14714	13	883	833	RENDERED	245_14714_p13_883-vs-833.png	...*See, e.g., Bernloehr,* [883->833] F.2d at 752 n. 2 (“cases...
246	14743	46	1	8	RENDERED	246_14743_p46_1-vs-8.png	...necessary disbursements: [1->8]. The legal fees of witne...
247	14743	46	3	9	RENDERED	247_14743_p46_3-vs-9.png	...ed for use on the trial; [3->9]. The legal fees for publ...
248	14743	46	4	9	RENDERED	248_14743_p46_4-vs-9.png	...is made pursuant to law; [4->9]. The legal fees of the c...
249	14759	9	16	15	RENDERED	249_14759_p9_16-vs-15.png	...berger,* 2006 ND 245, ¶ [16->15], 724 N.W.2d 148. Subject...
250	14777	13	2000	2006	RENDERED	250_14777_p13_2000-vs-2006.png	...cial in his proceedings. [2000->2006] ND 6, ¶ 25, 604 N.W.2d 4...
251	14790	7	460	450	RENDERED	251_14790_p7_460-vs-450.png	...*See Sitz,* 496 U.S. at [460->450], 110 S.Ct. 2481. Fourth,...
252	14790	7	631	531	RENDERED	252_14790_p7_631-vs-531.png	...ndianapolis v. Edmond,* [631->531] U.S. 32, 38, 40, 121 S.C...
253	14812	32	18	48	RENDERED	253_14812_p32_18-vs-48.png	...as probably more than 24^[18->48] hours old and would heal...
254	14838	31	1881	1882	RENDERED	254_14838_p31_1881-vs-1882.png	...S. 527 , 26 L.Ed. 1157 ([1881->1882]), and *Central Railroad...
255	14839	14	308	303	RENDERED	255_14839_p14_308-vs-303.png	...See State v. Anderson,* [308->303] N.W.2d 98, 99 (N.D.1981)...
256	14856	5	16	46	RENDERED	256_14856_p5_16-vs-46.png	...t under N.D.C.C. § 28-32^[16->46](1) the Department’s orde...
257	14884	1	47	17	RENDERED	257_14884_p1_47-vs-17.png	...under N.D.C.C. § 26.1-41-[47->17]. Because Manitoba Public...
258	14890	4	588	583	RENDERED	258_14890_p4_588-vs-583.png	...141, 150, 48 N.W.2d 578, [588->583] (1951). “If two construc...
259	14895	10	328	323	RENDERED	259_14895_p10_328-vs-323.png	... *Murdock v. Holquin,* [328->323] B.R. 275, 282-83 (N.D.Ca...
260	14903	7	40	10	RENDERED	260_14903_p7_40-vs-10.png	"...8, 33-16-01-09, 33-16-01.[40->10], and 33-16-01-11."" ..."
261	14911	8	868	368	RENDERED	261_14911_p8_868-vs-368.png	...e. *Varnson v. Satran,* [868->368] N.W.2d 533, 536 (N.D.19...
262	14913	2	289	239	RENDERED	262_14913_p2_289-vs-239.png	...ick-up truck licensed EIY[289->239] was bothering an employe...
263	14915	21	804	304	RENDERED	263_14915_p21_804-vs-304.png	...ble, Inc.,* 729 F.Supp. [804->304], 309-10 (S.D.N.Y. 1990) ...
264	14919	67	16	46	RENDERED	264_14919_p67_16-vs-46.png	...zed by N.D.C.C. §§ 28-32-[16->46] and 28-32-49, I would af...
265	14922	9	16	46	RENDERED	265_14922_p9_16-vs-46.png	... judge. N.D.C.C. § 28-32-[16->46]. ...
266	14930	5	850	350	RENDERED	266_14930_p5_850-vs-350.png	...oved parcel of land for $[850->350],000. Kon-zak used the sa...
267	14935	1	968	963	RENDERED	267_14935_p1_968-vs-963.png	... requiring payment of $7,[968->963].52 in restitution arisin...
268	14938	69	55	35	RENDERED	268_14938_p69_55-vs-35.png	...underson, 22 N.D. at 332-[55->35], 133 N.W. at 555-56 (emp...
269	14961	18	28	23	RENDERED	269_14961_p18_28-vs-23.png	... re K.S.,*2002 ND 164, ¶ [28->23], 652 N.W.2d 341. Here, d...
270	14961	18	86	36	RENDERED	270_14961_p18_86-vs-36.png	...n. *See*N.D.C.C. § 27-20-[86->36]; *In re K.S.,*2002 ND 16...
271	14962	13	08	03	RENDERED	271_14962_p13_08-vs-03.png	...ly with N.D.C.C. § 39-20-[08->03].1(3). IV ...
272	14990	12	82	32	RENDERED	272_14990_p12_82-vs-32.png	...lgers**,* at *442 ¶ [82->32]. The defendant has the b...
273	15001	19	17	47	RENDERED	273_15001_p19_17-vs-47.png	...eements. Section 45-10.1^[17->47](4), N.D.C.C., provided t...
274	15007	14	8	3	RENDERED	274_15007_p14_8-vs-3.png	...ived children on October [8->3], 2006. T.L. does not dis...
275	15011	16	113	133	RENDERED	275_15011_p16_113-vs-133.png	...’t of Transp.,* 2003 ND [113->133], ¶ 15, 665 N.W.2d 45); ...
276	15013	22	80	30	RENDERED	276_15013_p22_80-vs-30.png	...that West Side advanced $[80->30],000 to Stergo and Stergo...
277	15032	12	8	3	RENDERED	277_15032_p12_8-vs-3.png	...re Pecora,* 297 B.R. 1, [8->3] (Bkrtcy.W.D.N.Y.2003), t...
278	15041	18	434	634	RENDERED	278_15041_p18_434-vs-634.png	...s. Exch.,* 61 N.W.2d at [434->634], the facts that establis...
279	15054	2	87	37	RENDERED	279_15054_p2_87-vs-37.png	...ng to N.D.C.C. § 16.1-11-[87->37], the name of the two per...
280	15089	10	8	3	RENDERED	280_15089_p10_8-vs-3.png	...ciousness of guilt; and ([8->3]) the State committed pro...
281	15097	7	138	133	RENDERED	281_15097_p7_138-vs-133.png	...gation be modified to $2,[138->133] for two children. ...
282	15106	2	894	394	RENDERED	282_15106_p2_894-vs-394.png	...s interim obligation at $[894->394] per month, and ordering ...
283	15106	5	806	306	RENDERED	283_15106_p5_806-vs-306.png	...Serr to pay Amanda Serr $[806->306] per month for child supp...
284	15107	4	68	63	RENDERED	284_15107_p4_68-vs-63.png	...awarded Schipper $45,601.[68->63] plus prejudgment interes...
285	15137	9	387	337	RENDERED	285_15137_p9_387-vs-337.png	... Grain Terminal Ass’n,* [387->337] N.W.2d 427, 430 (N.D.198...
286	15152	33	152	153	RENDERED	286_15152_p33_152-vs-153.png	...t. *Parisien,* 2005 ND [152->153], ¶ 8, 703 N.W.2d 306. ...
287	15164	18	16	46	RENDERED	287_15164_p18_16-vs-46.png	...Frank, 186 N.W.2d at 443-[16->46], this Court discussed is...
288	15167	14	745	743	RENDERED	288_15167_p14_745-vs-743.png	...identical,” *Overboe,* [745->743] N.W.2d at 861, n. 4, and...
289	15172	7	1082	1032	RENDERED	289_15172_p7_1082-vs-1032.png	...v. Moore,*586 F.2d 1029, [1082->1032] (4th Cir.1978). ...
290	15205	27	16	15	RENDERED	290_15205_p27_16-vs-15.png	... Myers,* 2006 ND 242, ¶ [16->15], 724 N.W.2d 168, one of ...
291	15211	17	1971	1972	RENDERED	291_15211_p17_1971-vs-1972.png	...2d 241, 244 (Wash.Ct.App.[1971->1972])). Section 41-02-33, N.D...
292	15216	9	80	30	RENDERED	292_15216_p9_80-vs-30.png	... Inc., 133 P.3d 276, 278-[80->30] (Okla. 2006); Jessop v. ...
293	15224	10	088	083	RENDERED	293_15224_p10_088-vs-083.png	...lood-alcohol content of .[088->083]%. K.S.’s breath sample p...
294	15256	21	800	300	RENDERED	294_15256_p21_800-vs-300.png	... Lithun,* 447 N.W.2d at [800->300]. A ...
295	15260	16	485	435	RENDERED	295_15260_p16_485-vs-435.png	... Missouri v. Horowitz,* [485->435] U.S. 78, 92, 98 S.Ct. 94...
296	15261	18	408	403	RENDERED	296_15261_p18_408-vs-403.png	...theless, under N.D.R.Ev. [408->403], the district court may ...
297	15267	3	180	130	RENDERED	297_15267_p3_180-vs-130.png	...t against Tarnavsky for $[180->130],837.69, plus interest. T...
298	15271	8	81	31	RENDERED	298_15271_p8_81-vs-31.png	...tivity.” N.D.C.C. § 12.1-[81->31].2-01(1). Whether speech ...
299	15283	16	1995	1985	RENDERED	299_15283_p16_1995-vs-1985.png	...526 N.W.2d 487, 490 (N.D.[1995->1985]) (citations omitted), we...
300	15302	5	19	49	RENDERED	300_15302_p5_19-vs-49.png	....W.2d 319. Section 28-32-[19->49], N.D.C.C., provides this...
301	15322	16	665	655	RENDERED	301_15322_p16_665-vs-655.png	...9 ND 74, ¶ 8, 764 N.W.2d [665->655]). *808 A ...
302	15324	9	879	379	RENDERED	302_15324_p9_879-vs-379.png	... In re Simpson,* 9 N.D. [879->379], 83 N.W. 541, 553 (1900)...
303	15330	10	825	325	RENDERED	303_15330_p10_825-vs-325.png	...ng *State v. Buckley,* [825->325] N.W.2d 169, 172 (N.D.198...
304	15335	7	8	3	RENDERED	304_15335_p7_8-vs-3.png	...N.D.R. Lawyer Discipl. 6.[8->3] regarding notice; and he...
305	15335	9	8	3	RENDERED	305_15335_p9_8-vs-3.png	...N.D.R. Lawyer Discipl. 6.[8->3] regarding notice. ...
306	15337	8	4	6	RENDERED	306_15337_p8_4-vs-6.png	... the basis of Rule 59(b)([4->6]) only. [[Image here]]...
307	15339	10	38	33	RENDERED	307_15339_p10_38-vs-33.png	...quired parking spaces to [38->33], Rakowski did not file a...
308	15341	21	528	523	RENDERED	308_15341_p21_528-vs-523.png	...” *State v. Lefthand,* [528->523] N.W.2d 63, 68-69 (N.D.19...
309	15396	5	8	3	RENDERED	309_15396_p5_8-vs-3.png	...Ct. Admin. R. 52, § 4(B)([8->3]). The purpose behind N.D...
310	15396	7	8	3	RENDERED	310_15396_p7_8-vs-3.png	... (2) that is plain; and ([8->3]) affects substantial rig...
311	15428	16	900	500	RENDERED	311_15428_p16_900-vs-500.png	...ND 234, ¶ 12, 758 N.W.2d [900->500] (quoting Patten v. State...
312	15432	12	36	35	RENDERED	312_15432_p12_36-vs-35.png	...w v. First State Bank,* [36->35] N.D. 323, 327-30, 160 N....
313	15441	18	32	30	RENDERED	313_15441_p18_32-vs-30.png	...n harmonizing N.D.C.C. § [32->30]-12.1-03 and N.D.C.C. ch....
314	15450	5	80	30	RENDERED	314_15450_p5_80-vs-30.png	...partment until 2:00 or 2:[80->30] a.m. ...
315	15453	29	2003	2002	RENDERED	315_15453_p29_2003-vs-2002.png	...Judith Slorby's death in [2003->2002] did the parties attempt ...
316	15476	4	18	13	RENDERED	316_15476_p4_18-vs-13.png	...tion of the sample was 0.[18->13] percent, and she reporte...
317	15484	13	48	43	RENDERED	317_15484_p13_48-vs-43.png	... Rule [48->43](a), NJD.R.Civ.P., provid...
318	15509	25	618	518	RENDERED	318_15509_p25_618-vs-518.png	... e.g.,*Minn.Stat. Ann. § [618->518].17(1)(11) (2005); Conn. ...
319	15564	27	8	3	RENDERED	319_15564_p27_8-vs-3.png	...eeding in the amount of $[8->3],659.36. ...
320	15581	17	765	265	RENDERED	320_15581_p17_765-vs-265.png	...grose,*2009 ND 81, ¶ 11, [765->265] N.W.2d 677. The district...
321	15581	20	68	63	RENDERED	321_15581_p20_68-vs-63.png	...the requirements of Rule [68->63], N.D.R.Civ.P., regarding...
322	15587	10	880	830	RENDERED	322_15587_p10_880-vs-830.png	...ings in the amount of $3,[880->830], payable to the Secretar...
323	15602	15	18	13	RENDERED	323_15602_p15_18-vs-13.png	...resources. *Id.*at ¶¶ 12-[18->13]. ...
324	15604	28	378	373	RENDERED	324_15604_p28_378-vs-373.png	...ld v. Market,*222 N.W.2d [378->373], 376-77 (N.D.1974) (noti...
325	15605	14	1118	1113	RENDERED	325_15605_p14_1118-vs-1113.png	...t court.” *Hearing on HB [1118->1113] Before House Government ...
326	15620	8	334	344	RENDERED	326_15620_p8_334-vs-344.png	... excused. *See Leidholm,*[334->344] N.W.2d at 814. In *Leidh...
327	15634	11	1998	1993	RENDERED	327_15634_p11_1998-vs-1993.png	....S.,*499 N.W.2d 558 (N.D.[1998->1993]), which was a terminatio...
328	15636	20	482	432	RENDERED	328_15636_p20_482-vs-432.png	...ers Compensation Bureau,*[482->432] N.W.2d 883, 887 (N.D.198...
329	15639	14	1985	1995	RENDERED	329_15639_p14_1985-vs-1995.png	...d 489, 490-91 (La.Ct.App.[1985->1995]) (holding § 108(b)(2) ex...
330	15640	25	284	234	RENDERED	330_15640_p25_284-vs-234.png	...ited States,*81 Fed. Cl. [284->234] (2007), a self-represent...
331	15643	26	2261	2264	RENDERED	331_15643_p26_2261-vs-2264.png	...rt. *See Hearing on S.B. [2261->2264] Before the House Judicia...
332	15683	6	68	63	RENDERED	332_15683_p6_68-vs-63.png	...amb,*541 N.W.2d 457, 462-[68->63] (N.D.1996) (citing N.D.C...
333	15684	31	16	46	RENDERED	333_15684_p31_16-vs-46.png	...given. In *Micho,*at 745^[16->46], the Court said the evid...
334	15688	2	8500	3500	RENDERED	334_15688_p2_8500-vs-3500.png	..., with the exception of $[8500->3500] to the nursing home. Tha...
335	15688	2	8500	3500	RENDERED	335_15688_p2_8500-vs-3500.png	...sing home. That will be $[8500->3500], the equivalent of or va...
336	15689	8	62	52	RENDERED	336_15689_p8_62-vs-52.png	...ion: Under N.D.R.Civ.P. [62->52](a), this Court reviews a...
337	15691	4	18	13	RENDERED	337_15691_p4_18-vs-13.png	... began on Tuesday, April [18->13], 2010. On Friday, April ...
338	15714	17	1984	1994	RENDERED	338_15714_p17_1984-vs-1994.png	...350 N.W.2d 591, 595 (N.D.[1984->1994])). Contract law, and not...
339	15729	11	8	3	RENDERED	339_15729_p11_8-vs-3.png	...f the children totaling $[8->3],362.08. These expenses w...
340	15730	4	218	213	RENDERED	340_15730_p4_218-vs-213.png	...eywind v. State,*2004 ND [218->213], ¶ 5, 689 N.W.2d 890). ...
341	15730	4	890	390	RENDERED	341_15730_p4_890-vs-390.png	... ND 218, ¶ 5, 689 N.W.2d [890->390]). III. ...
342	15734	30	840	340	RENDERED	342_15734_p30_840-vs-340.png	...e agency had a value of $[840->340],000, including goodwill....
343	15735	14	283	233	RENDERED	343_15735_p14_283-vs-233.png	...5 Wis.2d 259, 499 N.W.2d [283->233] (Wis.Ct.App.1993). ...
344	15744	15	82	32	RENDERED	344_15744_p15_82-vs-32.png	...idence.” N.D.C.C. § 12.1-[82->32]-09(3) and (4)(b). ...
345	15746	5	8	3	RENDERED	345_15746_p5_8-vs-3.png	... testified to receiving $[8->3],000 from Kirkpatrick in ...
346	15752	16	8	3	RENDERED	346_15752_p16_8-vs-3.png	...er N.D.C.C. § 12.1-06-01([8->3]) the district court erre...
347	15758	5	87	37	RENDERED	347_15758_p5_87-vs-37.png	...s under N.D.C.C. § 47-16-[87->37]. Beaudoins moved for sum...
348	15759	8	31	81	RENDERED	348_15759_p8_31-vs-81.png	...State v. Fields, 2003 ND [31->81], 1 6, 662 N.W.2d 242. A...
349	15760	9	8	3	RENDERED	349_15760_p9_8-vs-3.png	...tils., Co., 2011 ND 38, ¶[8->3], 794 N.W.2d 741). A [T...
350	15760	14	408	403	RENDERED	350_15760_p14_408-vs-403.png	...C.1968), aff'd, 407 F.2d [408->403] (4th Cir.1969),] plaint...
351	15760	17	598	593	RENDERED	351_15760_p17_598-vs-593.png	... Goble, 1999 SD 38, 115, [598->593] N.W.2d 402. ...
352	15760	17	598	593	RENDERED	352_15760_p17_598-vs-593.png	...Go-ble, 1999 SD 38, 113, [598->593] N.W.2d 402; see also S.D...
353	15760	19	1998	1993	RENDERED	353_15760_p19_1998-vs-1993.png	...18, 428 S.E.2d 700, 702 ([1998->1993]). Other courts say no. S...
354	15760	24	8	3	RENDERED	354_15760_p24_8-vs-3.png	...reach of that duty; and ([8->3]) injury to the third per...
355	15789	12	18	13	RENDERED	355_15789_p12_18-vs-13.png	...D. Sess. Laws ch. 295, § [18->13] (emphasis added). The cu...
356	15793	6	18	13	RENDERED	356_15793_p6_18-vs-13.png	...t property allowance of $[18->13],000 under Michigan law, ...
357	15793	6	87	37	RENDERED	357_15793_p6_87-vs-37.png	...erests when he died was $[87->37],260, and for her claims,...
358	15803	7	738	733	RENDERED	358_15803_p7_738-vs-733.png	...,*2007 ND \*44884, ¶ 13, [738->733] N.W.2d 225. Although the...
359	15808	8	589	539	RENDERED	359_15808_p8_589-vs-539.png	...perative. *Zimbleman,* [589->539] N.W.2d at 71. Conditions...
360	15808	9	589	539	RENDERED	360_15808_p9_589-vs-539.png	...ldren[.]” *Zimbleman,* [589->539] N.W.2d at 69-70. This Co...
361	15808	18	28	23	RENDERED	361_15808_p18_28-vs-23.png	...D. Sess. Laws ch. 288, § [28->23]. Lee Paulson’s will was ...
362	15808	18	288	283	RENDERED	362_15808_p18_288-vs-283.png	...2009 N.D. Sess. Laws ch. [288->283], § 28. Lee Paulson’s wil...
363	15811	8	08	03	RENDERED	363_15811_p8_08-vs-03.png	...ons.” N.D.C.C. § 30.1-09-[08->03]. ...
364	15811	8	874	374	RENDERED	364_15811_p8_874-vs-374.png	...f Thompson,* 511 N.W.2d [874->374], 377 (Iowa 1994). Tec...
365	15814	2	08	03	RENDERED	365_15814_p2_08-vs-03.png	...under N.D.C.C. § 39-06.1-[08->03](5).” Mills did not petit...
366	15816	18	28	23	RENDERED	366_15816_p18_28-vs-23.png	... *Wetzel,*2005 ND 190, ¶ [28->23], 705 N.W.2d 836 (citing ...
367	15818	2	830	330	RENDERED	367_15818_p2_830-vs-330.png	...purchased items totaled $[830->330]. This amount was mistake...
368	15818	6	19	49	RENDERED	368_15818_p6_19-vs-49.png	....C.C. §§ 28-32-46, 28-32^[19->49]. When reviewing the agen...
369	15820	1	10	40	RENDERED	369_15820_p1_10-vs-40.png	...guage in N.D.C.C. § 26.1-[10->40]-15.4(1) that “[a]ny dama...
370	15828	1	82	32	RENDERED	370_15828_p1_82-vs-32.png	...osts under N.D.C.C. § 28-[82->32]-50. I ...
371	15828	12	868	863	RENDERED	371_15828_p12_868-vs-863.png	.... Moore,*539 N.W.2d 862, [868->863] (N.D.1995). We do not ma...
372	15829	12	158	153	RENDERED	372_15829_p12_158-vs-153.png	...ND 166, ¶ 12, 802 N.W.2d [158->153]. We conclude the distric...
373	15829	12	2011	2001	RENDERED	373_15829_p12_2011-vs-2001.png	...ss credibility. *Miller,*[2011->2001] ND 166, ¶ 12, 802 N.W.2d...
374	15833	10	586	536	RENDERED	374_15833_p10_586-vs-536.png	...to this case. *Mitchell,*[586->536] N.W.2d at 684 (citations...
375	15833	11	586	536	RENDERED	375_15833_p11_586-vs-536.png	...on horseplay. *Mitchell,*[586->536] N.W.2d at 684; *see*2 La...
376	15834	22	1984	1994	RENDERED	376_15834_p22_1984-vs-1994.png	...43 N.W.2d 284, 289 (Minn.[1984->1994])). Thus, “[t]o constitut...
377	15834	35	153	155	RENDERED	377_15834_p35_153-vs-155.png	...ee also Clark,* 1998 ND [153->155], ¶ 28, 583 N.W.2d 377 (j...
378	15846	18	508	503	RENDERED	378_15846_p18_508-vs-503.png	...yers, *Oil and Gas Law*§ [508->503].2, at pp. 588.11-588.12 ...
379	15852	12	817	317	RENDERED	379_15852_p12_817-vs-317.png	... v. U.S. ex rel. McCann,*[817->317] U.S. 269, 279, 63 S.Ct. ...
380	15864	1	8	3	RENDERED	380_15864_p1_8-vs-3.png	...n N.D. Const, art. X, §§ [8->3] and 5, and the equal pro...
381	15864	29	108	103	RENDERED	381_15864_p29_108-vs-103.png	... In *Wentz,* [108->103] N.W.2d at 258-54 (citati...
382	15864	29	258	253	RENDERED	382_15864_p29_258-vs-253.png	... *Wentz,* 108 N.W.2d at [258->253]-54 (citations omitted), ...
383	15865	8	188	183	RENDERED	383_15865_p8_188-vs-183.png	...s, Inc.,*554 N.W.2d 182, [188->183] n. 1 (N.D.1996). However...
384	15868	8	188	183	RENDERED	384_15868_p8_188-vs-183.png	... ND 68, ¶ 12, 711 N.W.2d [188->183]. A ...
385	15868	8	68	63	RENDERED	385_15868_p8_68-vs-63.png	...State v. Stavig,*2006 ND [68->63], ¶ 12, 711 N.W.2d 188. ...
386	15868	12	8	3	RENDERED	386_15868_p12_8-vs-3.png	...under N.D.C.C. ch. 25-03.[8->3]. The district court did ...
387	15869	8	817	812	RENDERED	387_15869_p8_817-vs-812.png	...nes,* 2011 ND 234, ¶ 8, [817->812]. N.W.2d 313 (quotation o...
388	15870	8	8	3	RENDERED	388_15870_p8_8-vs-3.png	...le Counterclaim” on June [8->3], 2011, contending the La...
389	15871	16	8	3	RENDERED	389_15871_p16_8-vs-3.png	...under N.D.C.C. ch. 25-03.[8->3]. Ill ...
390	15876	5	2081	2031	RENDERED	390_15876_p5_2081-vs-2031.png	...ctive until December 31, [2081->2031]. The protection order gr...
391	15879	12	2008	2003	RENDERED	391_15879_p12_2008-vs-2003.png	...al provisions. *Beciraj,*[2008->2003] ND 173, ¶ 15, 671 N.W.2d...
392	15883	15	866	366	RENDERED	392_15883_p15_866-vs-366.png	...1999 N.D. Sess. Laws ch. [866->366]. The legislature’s omiss...
393	15885	1	708	703	RENDERED	393_15885_p1_708-vs-703.png	...on to pay Kyllo \*514$24,[708->703].97 after a bench trial i...
394	15885	16	383	333	RENDERED	394_15885_p16_383-vs-333.png	...William Clairmont, Inc.,*[383->333] N.W.2d 414, 418 (N.D.198...
395	15888	10	1969	1968	RENDERED	395_15888_p10_1969-vs-1968.png	...t. 1166, 22 L.Ed.2d 418 ([1969->1968])). ...
396	15902	7	128	123	RENDERED	396_15902_p7_128-vs-123.png	...*122 N.D. Sess. Laws ch. [128->123], §§ 2, 4. The parties di...
397	15906	17	338	333	RENDERED	397_15906_p17_338-vs-333.png	...”); *Muehler v. Muehler,*[338->333] N.W.2d 432, 434 (N.D.198...
398	15932	16	428	423	RENDERED	398_15932_p16_428-vs-423.png	...n v. Mooney,* 279 N.W.2d [428->423], 429 (N.D.1979)): “ ...
399	15933	28	689	639	RENDERED	399_15933_p28_689-vs-639.png	...ements in the amount of $[689->639].35, Wheeler moved for re...
400	15936	4	82	32	RENDERED	400_15936_p4_82-vs-32.png	...horized under N.D.C.C. § [82->32]-03.2-11(1) for her actio...
401	15939	16	1995	1985	RENDERED	401_15939_p16_1995-vs-1985.png	...N.W.2d 289, 300-01 (N.D. [1995->1985]). rv ...
402	15943	16	8	3	RENDERED	402_15943_p16_8-vs-3.png	...n Fund in the amount of $[8->3],000.00 to reimburse amou...
403	15943	19	0580	0530	RENDERED	403_15943_p19_0580-vs-0530.png	...enue, Bismarck, ND 58505-[0580->0530]. ...
404	15948	20	2	3	RENDERED	404_15948_p20_2-vs-3.png	...99 ND 181, ¶ 15, 599 N.W.[2->3]d 323. ...
