volume	opinion_id	primary_citation	db_name	opinion_text_title	wl_doc_caption	doc_path	jaccard	verdict	suggested_action	suggested_new_value	doc_pair_oid	doc_pair_name
66	4687	66 N.D. 518	County of Grand Forks v. DuFault	County of Grand Forks v. DuFault	GRAND FORKS COUNTY v. DU FAULT et al. No. 6398. |	/Users/jerod/refs/nd/opin/N.D./66/0518-Grand-Forks-County-v-Du-Fault.doc	0.921	SAME	update_case_name	Grand Forks County v. Du Fault	4687	County of Grand Forks v. DuFault
66	4690	66 N.D. 555	Re Kortgaard	Re Kortgaard	Ex parte KORTGAARD. STATE ex rel. KORTGAARD v. PATTERSON, Warden. Cr. No. 134. |	/Users/jerod/refs/nd/opin/N.D./66/0555-Ex-parte-Kortgaard.doc	0.954	SAME	update_case_name	Ex parte Kortgaard. State ex rel. Kortgaard v. Patterson, Warden.	4690	Re Kortgaard
67	4738	67 N.D. 178	Re Estate of Starke	Re Estate of Starke	In re STARKE’S ESTATE. STARKE v. STARKE et al. No. 6448. |	/Users/jerod/refs/nd/opin/N.D./67/0178-In-re-Starke's-Estate.doc	0.925	SAME	update_case_name	In re Starke's Estate. Starke v. Starke	4738	Re Estate of Starke
68	4790	68 N.D. 44	Security State Bank v. O'Connor	Security State Bank v. O'Connor	SECURITY STATE BANK OF ADAMS v. O’CONNOR. No. 6492. |	/Users/jerod/refs/nd/opin/N.D./68/0044-Security-State-Bank-of-Adams-v-O'Connor.doc	0.976	SAME	update_case_name	Security State Bank of Adams v. O'Connor	4790	Security State Bank v. O'Connor
68	4802	68 N.D. 108	Nelson v. Murton	Nelson v. Murton	NELSON v. KLOSTER et al. No. 6510. |	/Users/jerod/refs/nd/opin/N.D./68/0108-Nelson-v-Kloster.doc	0.941	SAME	update_case_name	Nelson v. Kloster	4802	Nelson v. Murton
69	4898	69 N.D. 171	Golden Valley County v. Estate of Greengard	Golden Valley County v. Estate of Greengard	GOLDEN VALLEY COUNTY v. GREENGARD’S ESTATE et al. No. 6463. |	/Users/jerod/refs/nd/opin/N.D./69/0171-Golden-Valley-County-v-Greengard's-Estate.doc	0.962	SAME	update_case_name	Golden Valley County v. Greengard's Estate	4898	Golden Valley County v. Estate of Greengard
69	4923	69 N.D. 382	Federal Land Bank v. Derochford	Federal Land Bank v. Derochford	FEDERAL LAND BANK OF ST. PAUL v. DE ROCHFORD et al. No. 6550. |	/Users/jerod/refs/nd/opin/N.D./69/0382-Federal-Land-Bank-of-St-Paul-v-De-Rochford.doc	0.982	SAME	update_case_name	Federal Land Bank of St. Paul v. De Rochford	4923	Federal Land Bank v. Derochford
71	5056	71 N.D. 88	O'Connor v. McManus	O'Connor v. McManus	O’CONNOR v. McMANUS (FIRST NAT. BANK IN GRAND FORKS, Garnishee). No. 6692. |	/Users/jerod/refs/nd/opin/N.D./71/0088-O'Connor-v-McManus.doc	1.000	FALSE_POSITIVE_NORM	no_change			
71	8304	71 N.D. 545	Estate of McKee v. State	Estate of McKee v. State	In re McKEE’S ESTATE. MELBY v. STATE et al. No. 6822. |	/Users/jerod/refs/nd/opin/N.D./71/0545-In-re-McKee's-Estate.doc	0.969	SAME	update_case_name	In re McKee's Estate. Melby v. State	8304	Estate of McKee v. State
72	12986	72 N.D. 280	In Re Theel Brpthers Rapid Transit Co.	In Re Theel Brpthers Rapid Transit Co.	Application of THEEL BROS. RAPID TRANSIT CO. THEEL et al. v. GREAT NORTHERN RY. CO. et al. No. 6857. |	/Users/jerod/refs/nd/opin/N.D./72/0280-Application-of-Theel-Bros-Rapid-Transit-Co.doc	0.963	SAME	update_case_name	Application of Theel Bros. Rapid Transit Co. Theel v. Great Northern Ry. Co.	12986	In Re Theel Brpthers Rapid Transit Co.
73	6614	73 N.D. 396	Swiggum v. Valley Investment Co.	Swiggum v. Valley Investment Co.	SWIGGUM v. VALLEY INV. CO. et al. (SORBO, Garnishee). SAME v. VALLEY INV. CO. et al. (SORBO, Garnishee).	/Users/jerod/refs/nd/opin/N.D./73/0396-Swiggum-v-Valley-Inv-Co.doc	0.917	SAME	update_case_name	Swiggum v. Valley Inv. Co. (Sorbo, Garnishee). Same v. Valley Inv. Co. (Sorbo, Garnishee)	6614	Swiggum v. Valley Investment Co.
73	6620	73 N.D. 422	Swiggum v. Valley Investment Co.	Swiggum v. Valley Investment Co.	SWIGGUM v. VALLEY INV. CO. SAME v. VALLEY INV. CO. et al.	/Users/jerod/refs/nd/opin/N.D./73/0422-Swiggum-v-Valley-Inv-Co.doc	0.951	SAME	update_case_name	Swiggum v. Valley Inv. Co. Same v. Valley Inv. Co.	6620	Swiggum v. Valley Investment Co.
73	6979	73 N.D. 765	Swiggum v. Valley Investment Co.	Swiggum v. Valley Investment Co.	SWIGGUM v. VALLEY INV. CO. SAME v. VALLEY INV. CO. et al.	/Users/jerod/refs/nd/opin/N.D./73/0765-Swiggum-v-Valley-Inv-Co.doc	0.919	SAME	update_case_name	Swiggum v. Valley Inv. Co. Same v. Valley Inv. Co.	6979	Swiggum v. Valley Investment Co.
74	6989	74 N.D. 156	Swiggum v. Valley Investment Co.	Swiggum v. Valley Investment Co.	SWIGGUM v. VALLEY INV. CO. SAME v. VALLEY INV. CO. et al.	/Users/jerod/refs/nd/opin/N.D./74/0156-Swiggum-v-Valley-Inv-Co.doc	0.964	SAME	update_case_name	Swiggum v. Valley Inv. Co. Same v. Valley Inv. Co.	6989	Swiggum v. Valley Investment Co.
74	7100	74 N.D. 71	Agricultural Credit Corp. v. North Dakota	Agricultural Credit Corp. v. North Dakota	AGRICULTURAL CREDIT CORPORATION v. STATE. No. 6952. |	/Users/jerod/refs/nd/opin/N.D./74/0071-Agricultural-Credit-Corp-v-State.doc	0.967	SAME	update_case_name	Agricultural Credit Corporation v. State	7100	Agricultural Credit Corp. v. North Dakota
75	8659	75 N.D. 667	Schillerstrom v. Schillerstrom	Schillerstrom v. Schillerstrom	SCHILLERSTORM v. SCHILLERSTROM. No. 7060. |	/Users/jerod/refs/nd/opin/N.D./75/0667-Schillerstrom-v-Schillerstrom.doc	0.989	SAME	update_case_name	Schillerstorm v. Schillerstrom	8659	Schillerstrom v. Schillerstrom
77	10229	77 N.D. 346	O'CONNOR v. Immele	O'CONNOR v. Immele	O’CONNOR v. IMMELE. No. 7159. |	/Users/jerod/refs/nd/opin/N.D./77/0346-O'Connor-v-Immele.doc	1.000	FALSE_POSITIVE_NORM	no_change			
78	10881	78 N.D. 10	In Re McIntyre's Estate	In Re McIntyre's Estate	In re McINTYRE’S ESTATE. WEISS et al. v. STORMON et al. No. 7202. |	/Users/jerod/refs/nd/opin/N.D./78/0010-In-re-McIntyre's-Estate.doc	0.972	SAME	update_case_name	In re McIntyre's Estate. Weiss v. Stormon	10881	In Re McIntyre's Estate
79	12216	79 N.D. 123	Estate of Gonsky v. Register	Estate of Gonsky v. Register	In re GONSKY’S ESTATE. MERCHANTS NAT. BANK & TRUST CO. OF FARGO v. REGISTER, State’s Atty. et al. No. 7315. |	/Users/jerod/refs/nd/opin/N.D./79/0123-In-re-Gonsky's-Estate.doc	0.971	SAME	update_case_name	In re Gonsky's Estate. Merchants Nat. Bank & Trust Co. of Fargo v. Register, State's Atty.	12216	Estate of Gonsky v. Register
79	12705	79 N.D. 595	In Re Lyons'estate	In Re Lyons'estate	In re LYONS’ ESTATE. KNUDSEN v. LYONS et al. No. 7363. |	/Users/jerod/refs/nd/opin/N.D./79/0595-In-re-Lyons'-Estate.doc	0.943	SAME	update_case_name	In re Lyons' Estate. Knudsen v. Lyons		
